uniqueid,guess_number,word,guess,condition,trial,time_elapsed,prev_exp,w_remain_prev,w_remain_post,h_info_gain,m_info_gain,n_sample_guess,r_info_gain,losses,random_losses,sample_guess_lambda
debug6zqCH:debugc3Gw5,1,tired,audio,TIME,4,2.23,5.0,2317,50,0.88,0.9320750000000001,622.08,0.8918750000000001,0.00271180562500001,0.0001410156250000019,0.00025
debug6zqCH:debugc3Gw5,2,tired,chips,TIME,4,1.4240000000000002,5.0,50,18,0.784375,0.897525,675.12,0.7297499999999999,0.012802922499999994,0.002983890625000016,0.00025
debug6zqCH:debugc3Gw5,3,tired,dream,TIME,4,10.863,5.0,18,2,0.8549382716049383,0.8798765432098766,706.44,0.6888888888888889,0.0006219173906416736,0.027572397500381048,0.00025
debug6zqCH:debugc3Gw5,4,tired,reads,TIME,4,9.158999999999999,5.0,2,2,0.0,0.59,734.4,0.3333333333333333,0.34809999999999997,0.1111111111111111,0.00025
debug6zqCH:debugc3Gw5,5,tired,bimbo,TIME,4,16.112000000000002,5.0,2,1,0.5,0.64,804.52,0.4,0.019600000000000003,0.009999999999999995,0.00025
debug6zqCH:debugc3Gw5,6,tired,tired,TIME,4,8.724,5.0,1,1,1.0,0.16,673.56,0.0,0.7055999999999999,1.0,0.00025
debug6zqCH:debugc3Gw5,1,deals,audio,TIME,5,1.2329999999999999,5.0,2317,55,0.92625,0.9275249999999999,610.16,0.9044999999999999,1.6256249999997836e-06,0.0004730625000000069,0.00025
debug6zqCH:debugc3Gw5,2,deals,chips,TIME,5,5.532,5.0,55,1,0.44000000000000006,0.91265,667.48,0.724125,0.2233980224999999,0.08072701562499998,0.00025
debug6zqCH:debugc3Gw5,3,deals,tired,TIME,5,3.415,5.0,1,1,0.0,0.32,781.2,0.0,0.1024,0.0,0.00025
debug6zqCH:debugc3Gw5,4,deals,where,TIME,5,3.888,5.0,1,1,0.0,0.36,789.92,0.0,0.1296,0.0,0.00025
debug6zqCH:debugc3Gw5,5,deals,leads,TIME,5,7.816,5.0,1,1,0.0,0.16,672.76,0.0,0.0256,0.0,0.00025
debug6zqCH:debugc3Gw5,6,deals,beams,TIME,5,6.563,5.0,1,1,0.0,0.28,753.04,0.0,0.07840000000000001,0.0,0.00025
debug6zqCH:debugc3Gw5,7,deals,nears,TIME,5,7.047999999999999,5.0,1,1,0.0,0.24,721.0,0.0,0.0576,0.0,0.00025
debug6zqCH:debugc3Gw5,8,deals,deals,TIME,5,7.56,5.0,1,1,1.0,0.2,718.56,0.0,0.6400000000000001,1.0,0.00025
debug7GDfG:debugOpNOd,1,sugar,slate,GUESS,0,2.6039999999999996,10.0,2317,17,0.925,0.9281750000000001,2317.0,0.9039166666666667,1.0080625000000247e-05,0.00044450694444444485,5e-05
debug7GDfG:debugOpNOd,2,sugar,sacks,GUESS,0,15.370999999999999,10.0,17,5,0.6920415224913494,0.8909342560553634,2317.0,0.6244521337946943,0.03955831946456584,0.004568325464387527,5e-05
debug7GDfG:debugOpNOd,3,sugar,spray,GUESS,0,32.477,10.0,5,2,0.6799999999999999,0.8271999999999999,2317.0,0.6453333333333333,0.02166784,0.0012017777777777747,5e-05
debug7GDfG:debugOpNOd,4,sugar,sonar,GUESS,0,19.449,10.0,2,1,0.75,0.76,2317.0,0.23333333333333334,0.00010000000000000018,0.2669444444444444,5e-05
debug7GDfG:debugOpNOd,5,sugar,sugar,GUESS,0,23.408,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug7GDfG:debugOpNOd,1,glare,slate,GUESS,1,2.004,10.0,2317,12,0.94125,0.9230250000000001,2317.0,0.8644166666666667,0.00033215062499999763,0.0059033611111111075,5e-05
debug7GDfG:debugOpNOd,2,glare,blade,GUESS,1,16.476,10.0,12,7,0.5972222222222223,0.7838888888888889,2317.0,0.39212962962962966,0.03484444444444439,0.04206297153635119,5e-05
debug7GDfG:debugOpNOd,3,glare,flame,GUESS,1,7.925,10.0,7,4,0.5102040816326531,0.7461224489795919,2317.0,0.3659863945578231,0.05565747605164517,0.020798741265213576,5e-05
debug7GDfG:debugOpNOd,4,glare,glare,GUESS,1,10.81,10.0,4,1,0.9375,0.69,2317.0,0.4166666666666667,0.061256250000000026,0.27126736111111105,5e-05
debug7GDfG:debugOpNOd,1,adapt,slate,GUESS,2,1.652,10.0,2317,19,0.950625,0.9157749999999999,2317.0,0.8988750000000001,0.001214522500000011,0.002678062499999996,5e-05
debug7GDfG:debugOpNOd,2,adapt,craft,GUESS,2,17.79,10.0,19,3,0.9002770083102494,0.8959556786703601,2317.0,0.5763619575253924,1.8673889856585728e-05,0.10492096012495646,5e-05
debug7GDfG:debugOpNOd,3,adapt,adapt,GUESS,2,11.298,10.0,3,1,0.7777777777777778,0.8222222222222223,2317.0,0.33333333333333337,0.0019753086419753143,0.19753086419753085,5e-05
debug7GDfG:debugOpNOd,1,grind,slate,GUESS,3,2.065,10.0,2317,221,0.941875,0.9186,2317.0,0.8890416666666666,0.0005417256250000021,0.002791361111111118,5e-05
debug7GDfG:debugOpNOd,2,grind,choir,GUESS,3,26.903000000000002,10.0,221,9,0.93875,0.939075,2317.0,0.6899583333333332,1.0562500000001282e-07,0.06189729340277782,5e-05
debug7GDfG:debugOpNOd,3,grind,bring,GUESS,3,20.745,10.0,9,1,0.8888888888888888,0.8479012345679011,2317.0,0.3893004115226338,0.0016799878067367835,0.24958864671713313,5e-05
debug7GDfG:debugOpNOd,4,grind,grind,GUESS,3,20.546999999999997,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug7GDfG:debugOpNOd,1,adult,slate,GUESS,4,4.111000000000001,10.0,2317,17,0.93,0.9093000000000001,2317.0,0.8792916666666667,0.0004284899999999975,0.002571335069444447,5e-05
debug7GDfG:debugOpNOd,2,adult,adult,GUESS,4,14.522,10.0,17,1,0.6678200692041523,0.8829065743944636,2317.0,0.6322952710495963,0.04626220471498184,0.0012620112839219456,5e-05
debug7GDfG:debugOpNOd,1,smile,slate,GUESS,5,3.5260000000000002,10.0,2317,2,0.95125,0.926275,2317.0,0.874,0.0006237506250000041,0.005967562500000007,5e-05
debug7GDfG:debugOpNOd,2,smile,solve,GUESS,5,12.314,10.0,2,1,0.75,0.71,2317.0,0.4,0.001600000000000003,0.12249999999999998,5e-05
debug7GDfG:debugOpNOd,3,smile,smile,GUESS,5,26.596,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug7PyGv:debugILFwL,1,hairy,house,GUESS,0,4.967,10.0,2317,11,0.95625,0.9289999999999999,188.56,0.8984583333333334,0.0007425625000000058,0.0033398767361111133,0.001
debug7PyGv:debugILFwL,2,hairy,hardy,GUESS,0,8.716000000000001,10.0,11,1,0.8760330578512396,0.867107438016529,212.44,0.6099173553719008,7.96666894337798e-05,0.07081756710607197,0.001
debug7PyGv:debugILFwL,3,hairy,harry,GUESS,0,14.075999999999999,10.0,1,1,0.0,0.04,183.12,0.0,0.0016,0.0,0.001
debug7PyGv:debugILFwL,4,hairy,hairy,GUESS,0,95.264,10.0,1,1,1.0,0.16,207.64,0.0,0.7055999999999999,1.0,0.001
debug7PyGv:debugILFwL,1,adapt,rusts,GUESS,1,8.168,10.0,2317,179,0.839375,0.9238500000000001,187.44,0.8787083333333334,0.007136025625000013,0.0015471111111111198,0.001
debug7PyGv:debugILFwL,2,adapt,tired,GUESS,1,7.683,10.0,179,2,0.886875,0.9172499999999999,196.2,0.8171666666666667,0.0009226406249999957,0.004859251736111101,0.001
debug7PyGv:debugILFwL,3,adapt,dotes,GUESS,1,11.985999999999999,10.0,2,1,0.5,0.52,223.16,0.26666666666666666,0.0004000000000000007,0.05444444444444445,0.001
debug7PyGv:debugILFwL,4,adapt,plaid,GUESS,1,14.118,10.0,1,1,0.0,0.12,198.0,0.0,0.0144,0.0,0.001
debug7PyGv:debugILFwL,5,adapt,theme,GUESS,1,66.327,10.0,1,1,0.0,0.04,184.08,0.0,0.0016,0.0,0.001
debug7PyGv:debugILFwL,6,adapt,batch,GUESS,1,27.871,10.0,1,1,0.0,0.08,189.52,0.0,0.0064,0.0,0.001
debug7PyGv:debugILFwL,7,adapt,quart,GUESS,1,14.735999999999999,10.0,1,1,0.0,0.08,190.6,0.0,0.0064,0.0,0.001
debug7PyGv:debugILFwL,8,adapt,spart,GUESS,1,15.492,10.0,1,1,0.0,0.12,198.12,0.0,0.0144,0.0,0.001
debug7PyGv:debugILFwL,9,adapt,adapt,GUESS,1,56.093999999999994,10.0,1,1,1.0,0.08,187.64,0.0,0.8464,1.0,0.001
debug7PyGv:debugILFwL,1,shaft,deary,GUESS,2,7.694,10.0,2317,91,0.93375,0.9222750000000001,191.68,0.8903749999999999,0.00013167562499999776,0.0018813906250000046,0.001
debug7PyGv:debugILFwL,2,shaft,hours,GUESS,2,11.447000000000001,10.0,91,16,0.865,0.91995,212.8,0.7512499999999999,0.003019502500000006,0.012939062500000029,0.001
debug7PyGv:debugILFwL,3,shaft,shaft,GUESS,2,12.448,10.0,16,1,0.87890625,0.85203125,230.6,0.5661458333333333,0.0007222656249999991,0.09781907823350694,0.001
debug7PyGv:debugILFwL,1,acorn,hears,GUESS,3,6.31,10.0,2317,16,0.924375,0.9206749999999999,186.96,0.8965833333333333,1.369000000000027e-05,0.0007723767361111107,0.001
debug7PyGv:debugILFwL,2,acorn,wordy,GUESS,3,45.902,10.0,16,5,0.80078125,0.866875,219.8,0.646875,0.004368383789062493,0.023687133789062505,0.001
debug7PyGv:debugILFwL,3,acorn,match,GUESS,3,14.737,10.0,5,1,0.72,0.7296,225.44,0.4559999999999999,9.216000000000101e-05,0.06969600000000004,0.001
debug7PyGv:debugILFwL,4,acorn,clock,GUESS,3,39.46,10.0,1,1,0.0,0.16,200.32,0.0,0.0256,0.0,0.001
debug7PyGv:debugILFwL,5,acorn,storm,GUESS,3,34.215,10.0,1,1,0.0,0.08,190.12,0.0,0.0064,0.0,0.001
debug7PyGv:debugILFwL,6,acorn,bumps,GUESS,3,39.583,10.0,1,1,0.0,0.08,189.96,0.0,0.0064,0.0,0.001
debug7PyGv:debugILFwL,7,acorn,score,GUESS,3,13.013,10.0,1,1,0.0,0.08,188.72,0.0,0.0064,0.0,0.001
debug7PyGv:debugILFwL,8,acorn,acorn,GUESS,3,28.837,10.0,1,1,1.0,0.0,175.0,0.0,1.0,1.0,0.001
debug7PyGv:debugILFwL,1,adult,train,GUESS,4,6.057,10.0,2317,74,0.93375,0.9276750000000001,189.96,0.8691666666666665,3.690562499999794e-05,0.004171006944444458,0.001
debug7PyGv:debugILFwL,2,adult,steam,GUESS,4,9.735,10.0,74,24,0.86375,0.906925,210.68,0.733125,0.0018640806249999968,0.017062890624999997,0.001
debug7PyGv:debugILFwL,3,adult,cheat,GUESS,4,29.666,10.0,24,9,0.703125,0.8675000000000002,221.36,0.6129629629629629,0.027019140625000052,0.008129192922668045,0.001
debug7PyGv:debugILFwL,4,adult,bawls,GUESS,4,31.099,10.0,9,1,0.7901234567901234,0.8622222222222221,221.84,0.582716049382716,0.00519823197683279,0.04301783264746226,0.001
debug7PyGv:debugILFwL,5,adult,adult,GUESS,4,23.455,10.0,1,1,1.0,0.12,198.6,0.0,0.7744,1.0,0.001
debug7PyGv:debugILFwL,1,glare,weary,GUESS,5,4.891,10.0,2317,8,0.9425,0.9323999999999999,190.88,0.8873333333333334,0.0001020100000000022,0.003043361111111102,0.001
debug7PyGv:debugILFwL,2,glare,flare,GUESS,5,26.005,10.0,8,2,0.5625,0.715,233.32,0.5510416666666667,0.023256249999999992,0.0001312934027777781,0.001
debug7PyGv:debugILFwL,3,glare,glare,GUESS,5,11.204,10.0,2,1,0.5,0.51,233.6,0.15,0.00010000000000000018,0.12249999999999998,0.001
debug9aZjP:debug6t89G,1,tired,water,TIME,0,9.537,0.0,2317,8,0.928125,0.91515,5.4,0.8765833333333333,0.00016835062499999894,0.002656543402777782,0.1
debug9aZjP:debug6t89G,2,tired,cater,TIME,0,17.141,0.0,8,8,0.0,0.7025,5.84,0.5447916666666667,0.49350625000000004,0.2967979600694445,0.1
debug9aZjP:debug6t89G,3,tired,darts,TIME,0,14.077,0.0,8,1,0.71875,0.735625,6.44,0.534375,0.0002847656249999991,0.03399414062499998,0.1
debug9aZjP:debug6t89G,4,tired,later,TIME,0,12.883,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,5,tired,cares,TIME,0,5.337000000000001,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,6,tired,wares,TIME,0,5.436,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,7,tired,flare,TIME,0,5.436,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,8,tired,dares,TIME,0,5.702000000000001,0.0,1,1,0.0,0.04,5.16,0.0,0.0016,0.0,0.1
debug9aZjP:debug6t89G,9,tired,darts,TIME,0,6.272,0.0,1,1,0.0,0.04,5.16,0.0,0.0016,0.0,0.1
debug9aZjP:debug6t89G,10,tired,dotes,TIME,0,8.561,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,11,tired,hares,TIME,0,13.252,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,12,tired,tares,TIME,0,5.247999999999999,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,13,tired,tires,TIME,0,23.541999999999998,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,14,tired,tired,TIME,0,2.585,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
debug9aZjP:debug6t89G,1,sugar,water,TIME,1,3.009,0.0,2317,17,0.919375,0.9077,5.24,0.8778333333333332,0.00013630562500000239,0.0017257100694444564,0.1
debug9aZjP:debug6t89G,2,sugar,rated,TIME,1,5.4110000000000005,0.0,17,16,0.16262975778546718,0.8195155709342561,5.64,0.7153402537485581,0.43149897151614564,0.305488892347766,0.1
debug9aZjP:debug6t89G,3,sugar,tutor,TIME,1,8.277999999999999,0.0,16,3,0.765625,0.815625,6.04,0.7424479166666667,0.0025000000000000044,0.0005371771918402785,0.1
debug9aZjP:debug6t89G,4,sugar,ruder,TIME,1,7.732,0.0,3,3,0.0,0.6044444444444445,6.04,0.36296296296296304,0.3653530864197531,0.13174211248285328,0.1
debug9aZjP:debug6t89G,5,sugar,tuner,TIME,1,9.623,0.0,3,2,0.33333333333333337,0.6,6.16,0.35555555555555557,0.07111111111111108,0.0004938271604938261,0.1
debug9aZjP:debug6t89G,6,sugar,curer,TIME,1,7.035,0.0,2,2,0.0,0.42,6.16,0.23333333333333334,0.17639999999999997,0.05444444444444445,0.1
debug9aZjP:debug6t89G,7,sugar,lunar,TIME,1,66.862,0.0,2,1,0.5,0.42,5.92,0.16666666666666666,0.006400000000000003,0.11111111111111113,0.1
debug9aZjP:debug6t89G,8,sugar,solar,TIME,1,11.33,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,9,sugar,sugar,TIME,1,17.444000000000003,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
debug9aZjP:debug6t89G,1,snore,water,TIME,3,3.736,0.0,2317,101,0.95125,0.9127999999999998,5.36,0.8962916666666667,0.0014784025000000158,0.0030204184027777777,0.1
debug9aZjP:debug6t89G,2,snore,flags,TIME,3,2.519,0.0,101,20,0.660625,0.81995,5.84,0.7338749999999999,0.02538445562499998,0.005365562499999989,0.1
debug9aZjP:debug6t89G,3,snore,sugar,TIME,3,5.704,0.0,20,8,0.73,0.8068000000000001,5.96,0.6549999999999999,0.005898240000000014,0.00562500000000001,0.1
debug9aZjP:debug6t89G,4,snore,siler,TIME,3,18.694000000000003,0.0,8,6,0.3125,0.69,6.2,0.434375,0.14250624999999997,0.014853515625000003,0.1
debug9aZjP:debug6t89G,5,snore,sitar,TIME,3,15.761,0.0,6,6,0.0,0.61,6.16,0.38333333333333336,0.3721,0.14694444444444446,0.1
debug9aZjP:debug6t89G,6,snore,super,TIME,3,18.852999999999998,0.0,6,4,0.4444444444444444,0.6333333333333333,6.16,0.43518518518518523,0.03567901234567901,8.573388203017703e-05,0.1
debug9aZjP:debug6t89G,7,snore,spell,TIME,3,13.148,0.0,4,4,0.0,0.62,6.4,0.38333333333333336,0.3844,0.14694444444444446,0.1
debug9aZjP:debug6t89G,8,snore,sells,TIME,3,2.988,0.0,4,3,0.375,0.6,6.64,0.4041666666666667,0.05062499999999999,0.0008506944444444448,0.1
debug9aZjP:debug6t89G,9,snore,shone,TIME,3,12.18,0.0,3,1,0.6666666666666667,0.4622222222222222,6.2,0.23703703703703702,0.04179753086419757,0.18458161865569278,0.1
debug9aZjP:debug6t89G,10,snore,spoke,TIME,3,5.683,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,11,snore,stone,TIME,3,16.244,0.0,1,1,0.0,0.04,5.12,0.0,0.0016,0.0,0.1
debug9aZjP:debug6t89G,12,snore,smoke,TIME,3,11.617,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,13,snore,snake,TIME,3,9.698,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,14,snore,snore,TIME,3,27.33,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
debug9aZjP:debug6t89G,1,hairy,teeth,TIME,5,2.748,0.0,2317,91,0.89375,0.9078499999999999,5.28,0.88925,0.0001988099999999969,2.0250000000000536e-05,0.1
debug9aZjP:debug6t89G,2,hairy,highs,TIME,5,4.749,0.0,91,2,0.8206249999999999,0.87205,5.6,0.8105833333333334,0.0026445306250000057,0.00010083506944444118,0.1
debug9aZjP:debug6t89G,3,hairy,homes,TIME,5,7.905,0.0,2,1,0.5,0.5,5.16,0.4666666666666667,0.0,0.0011111111111111107,0.1
debug9aZjP:debug6t89G,4,hairy,hades,TIME,5,24.166,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,5,hairy,hales,TIME,5,20.234,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,6,hairy,halos,TIME,5,14.564,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,7,hairy,habit,TIME,5,3.782,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,8,hairy,hands,TIME,5,12.49,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debug9aZjP:debug6t89G,9,hairy,hairy,TIME,5,20.561,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
debug9jj25:debugboqPh,1,early,react,GUESS,0,30.541,0.0,2317,45,0.935,0.93245,2317.0,0.8904583333333334,6.502500000000266e-06,0.0019839600694444475,5e-05
debug9jj25:debugboqPh,2,early,layer,GUESS,0,64.461,0.0,45,1,0.84,0.8210500000000001,2317.0,0.6640833333333334,0.0003591024999999966,0.03094667361111109,5e-05
debug9jj25:debugboqPh,3,early,early,GUESS,0,68.442,0.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug9jj25:debugboqPh,1,adult,react,GUESS,1,9.658,0.0,2317,30,0.92375,0.9244499999999999,2317.0,0.8836666666666665,4.899999999998921e-07,0.001606673611111122,5e-05
debug9jj25:debugboqPh,2,adult,float,GUESS,1,57.286,0.0,30,2,0.6799999999999999,0.8855999999999998,2317.0,0.5514814814814816,0.04227135999999996,0.016517009602194748,5e-05
debug9jj25:debugboqPh,3,adult,adopt,GUESS,1,408.98199999999997,0.0,2,1,0.5,0.8,2317.0,0.2,0.09000000000000002,0.09,5e-05
debug9jj25:debugboqPh,4,adult,adult,GUESS,1,13.499,0.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug9jj25:debugboqPh,1,tired,react,GUESS,2,5.107,0.0,2317,34,0.94375,0.931125,2317.0,0.8890416666666666,0.00015939062499999995,0.002993001736111114,5e-05
debug9jj25:debugboqPh,2,tired,tried,GUESS,2,145.671,0.0,34,1,0.8875432525951557,0.8710726643598616,2317.0,0.647750865051903,0.0002712802768166056,0.05750038912369345,5e-05
debug9jj25:debugboqPh,3,tired,tired,GUESS,2,9.185,0.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug9jj25:debugboqPh,1,sugar,react,GUESS,3,5.27,0.0,2317,56,0.9425,0.9066500000000001,2317.0,0.8916666666666667,0.0012852224999999955,0.0025840277777777728,5e-05
debug9jj25:debugboqPh,2,sugar,shard,GUESS,3,248.65,0.0,56,5,0.66125,0.8936,2317.0,0.7596666666666665,0.053986522499999974,0.009685840277777743,5e-05
debug9jj25:debugboqPh,3,sugar,sapor,GUESS,3,229.294,0.0,5,1,0.6799999999999999,0.8304,2317.0,0.5653333333333334,0.022620160000000028,0.013148444444444426,5e-05
debug9jj25:debugboqPh,4,sugar,simar,GUESS,3,205.25599999999997,0.0,1,1,0.0,1.0,2317.0,0.0,1.0,0.0,5e-05
debug9jj25:debugboqPh,5,sugar,sugar,GUESS,3,30.35,0.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug9jj25:debugboqPh,1,draft,react,GUESS,4,4.982,0.0,2317,8,0.95625,0.9075500000000001,2317.0,0.8650833333333334,0.0023716899999999966,0.008311361111111103,5e-05
debug9jj25:debugboqPh,2,draft,smart,GUESS,4,46.437,0.0,8,4,0.671875,0.748125,2317.0,0.3927083333333333,0.005814062500000006,0.07793402777777778,5e-05
debug9jj25:debugboqPh,3,draft,grant,GUESS,4,240.10299999999998,0.0,4,2,0.5,0.77,2317.0,0.2833333333333333,0.0729,0.04694444444444445,5e-05
debug9jj25:debugboqPh,4,draft,kraft,GUESS,4,281.562,0.0,2,1,0.5,0.73,2317.0,0.26666666666666666,0.05289999999999999,0.05444444444444445,5e-05
debug9jj25:debugboqPh,5,draft,draft,GUESS,4,5.563,0.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debug9jj25:debugboqPh,1,snore,react,GUESS,5,5.7379999999999995,0.0,2317,128,0.95,0.9306000000000002,2317.0,0.8893333333333334,0.0003763599999999903,0.0036804444444444285,5e-05
debug9jj25:debugboqPh,2,snore,joker,GUESS,5,34.838,0.0,128,15,0.794375,0.8856499999999998,2317.0,0.7983750000000001,0.008331125624999958,1.600000000000003e-05,5e-05
debug9jj25:debugboqPh,3,snore,erose,GUESS,5,32.22,0.0,15,4,0.7422222222222222,0.8426666666666666,2317.0,0.4885925925925926,0.010089086419753064,0.06432798902606311,5e-05
debug9jj25:debugboqPh,4,snore,snore,GUESS,5,70.43,0.0,4,1,0.4375,0.6675,2317.0,0.25416666666666665,0.05289999999999999,0.03361111111111112,5e-05
debugCtD4K:debugNS6vm,1,adult,missy,TIME,1,11.939,0.0,2317,799,0.8375,0.911775,5.28,0.8810416666666667,0.005516775624999997,0.001895876736111114,0.1
debugCtD4K:debugNS6vm,2,adult,scare,TIME,1,5.7620000000000005,0.0,799,57,0.94125,0.9171750000000002,5.48,0.89575,0.0005796056249999926,0.0020702499999999987,0.1
debugCtD4K:debugNS6vm,3,adult,cared,TIME,1,10.124,0.0,57,3,0.576875,0.8846249999999999,5.88,0.753625,0.09471006249999991,0.031240562499999985,0.1
debugCtD4K:debugNS6vm,4,adult,dread,TIME,1,6.002999999999999,0.0,3,3,0.0,0.6533333333333334,6.04,0.48888888888888893,0.4268444444444446,0.2390123456790124,0.1
debugCtD4K:debugNS6vm,5,adult,ebony,TIME,1,43.192,0.0,3,1,0.6666666666666667,0.6533333333333334,5.84,0.4444444444444445,0.0001777777777777771,0.049382716049382734,0.1
debugCtD4K:debugNS6vm,6,adult,jazzy,TIME,1,13.784,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debugCtD4K:debugNS6vm,7,adult,about,TIME,1,20.875,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debugCtD4K:debugNS6vm,8,adult,other,TIME,1,21.301,0.0,1,1,0.0,0.04,5.16,0.0,0.0016,0.0,0.1
debugCtD4K:debugNS6vm,9,adult,towel,TIME,1,42.706,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debugCtD4K:debugNS6vm,10,adult,adult,TIME,1,40.687,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
debugCtD4K:debugNS6vm,1,draft,other,TIME,2,15.219000000000001,0.0,2317,51,0.94375,0.915225,5.28,0.8874583333333333,0.0008136756250000013,0.003168751736111107,0.1
debugCtD4K:debugNS6vm,2,draft,which,TIME,2,11.807,0.0,51,25,0.730625,0.8404250000000001,5.84,0.7736666666666666,0.012056040000000027,0.0018525850694444425,0.1
debugCtD4K:debugNS6vm,3,draft,about,TIME,2,5.027,0.0,25,4,0.8368,0.8412159999999999,5.84,0.75296,1.9501055999998802e-05,0.007029145600000004,0.1
debugCtD4K:debugNS6vm,4,draft,trace,TIME,2,20.074,0.0,4,3,0.25,0.5925,6.16,0.37083333333333335,0.11730625000000001,0.014600694444444447,0.1
debugCtD4K:debugNS6vm,5,draft,tract,TIME,2,96.439,0.0,3,3,0.0,0.5244444444444445,6.72,0.22962962962962966,0.27504197530864205,0.05272976680384089,0.1
debugCtD4K:debugNS6vm,6,draft,wrath,TIME,2,60.722,0.0,3,3,0.0,0.5333333333333333,6.12,0.37037037037037046,0.28444444444444444,0.13717421124828538,0.1
debugCtD4K:debugNS6vm,7,draft,pratt,TIME,2,12.519,0.0,3,3,0.0,0.5155555555555555,6.16,0.23703703703703707,0.2657975308641975,0.05618655692729769,0.1
debugCtD4K:debugNS6vm,8,draft,bract,TIME,2,46.128,0.0,3,3,0.0,0.5244444444444445,6.36,0.24444444444444446,0.27504197530864205,0.0597530864197531,0.1
debugCtD4K:debugNS6vm,9,draft,tratt,TIME,2,16.178,0.0,3,3,0.0,0.5377777777777778,6.8,0.2814814814814815,0.289204938271605,0.07923182441700961,0.1
debugCtD4K:debugNS6vm,10,draft,cramp,TIME,2,86.385,0.0,3,3,0.0,0.5466666666666666,6.4,0.20740740740740743,0.2988444444444444,0.043017832647462284,0.1
debugCtD4K:debugNS6vm,11,draft,great,TIME,2,114.87899999999999,0.0,3,1,0.4444444444444444,0.5244444444444445,6.44,0.2296296296296297,0.006400000000000012,0.04614540466392314,0.1
debugCtD4K:debugNS6vm,12,draft,davit,TIME,2,43.381,0.0,1,1,0.0,0.0,5.0,0.0,0.0,0.0,0.1
debugCtD4K:debugNS6vm,13,draft,draft,TIME,2,65.916,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
debugCtD4K:debugNS6vm,1,grind,tract,TIME,3,13.844000000000001,0.0,2317,91,0.89625,0.9008750000000001,5.32,0.8937499999999999,2.1390625000000935e-05,6.250000000000288e-06,0.1
debugCtD4K:debugNS6vm,2,grind,grate,TIME,3,10.44,0.0,91,10,0.793125,0.848125,5.6,0.7974166666666666,0.0030250000000000055,1.8418402777777055e-05,0.1
debugCtD4K:debugNS6vm,3,grind,grain,TIME,3,7.047000000000001,0.0,10,1,0.64,0.7648,6.16,0.52,0.015575040000000005,0.0144,0.1
debugCtD4K:debugNS6vm,4,grind,grind,TIME,3,25.555,0.0,1,1,1.0,0.0,5.0,0.0,1.0,1.0,0.1
